  Seq   Jmag    Hmag    Kmag    [3.6]   [4.5]   [5.8]   [8.0]   [24]   AKs    alpha   Cl   2M   Simbad   GLON                 GLAT                  RA2000              DEC2000              
  158   12.79   11.92   11.54   11.12   10.79   10.3    9.49    7.1    0.16   -0.95   D    2M   Simbad   213.4803870679635    -19.40260289460195    85.682625           -9.178749999999999   
  159   11.73   10.94   10.55   9.86    9.5     9.03    8.42    6.29   0.06   -1.15   D    2M   Simbad   213.4788743927157    -19.402237303256417   85.68233333333335   -9.177305555555556   
  160   12.36   11.49   11.11   10.42   10.13   9.75    9.22    6.12   0.17   -1.44   D    2M   Simbad   213.4863212693289    -19.387221475880747   85.69912500000001   -9.177138888888893   
  161   13.73   12.69   12.1    11.17   10.72   10.33   9.75    6.66   0.22   -1.22   D    2M   Simbad   213.37310984651486   -19.53533006495938    85.51708333333333   -9.145027777777777   
  162   12.67   11.62   11.21   10.89   10.73   10.4    9.88    7.1    0.36   -1.65   D    2M   Simbad   213.3090149424911    -19.62826700961528    85.40575000000001   -9.130833333333333   
  163   ""      15.34   14.48   11.37   10.21   9.29    7.71    3.1    0.0    1.3     P    2M   Simbad   213.198068574993     -19.78940798784731    85.21283333333334   -9.106472222222227   
  164   12.26   10.34   9.06    7.4     6.66    5.92    5.14    1.7    0.84   -0.23   D    2M   Simbad   213.19826242060378   -19.776714888154594   85.2245             -9.101138888888888   
  165   ""      15.59   14.1    12.55   12.14   11.83   11.49   7.49   1.97   -1.63   D    2M   Simbad   213.1518527309947    -19.862180609170444   85.12733333333334   -9.098805555555561   
  166   16.78   15.49   14.83   13.71   13.16   12.74   12.12   8.83   0.49   -1.03   D    2M   Simbad   213.2014835815881    -19.76123672651756    85.23995833333333   -9.097166666666666   
  167   16.6    15.77   14.67   13.34   ""      12.17   ""      6.94   0.0    ""      D    2M   Simbad   213.45024663777835   -19.165000744278636   85.88704166666665   -9.050194444444445   
  168   14.31   13.14   12.59   11.85   11.5    11.09   10.38   7.29   0.43   -1.14   D    2M   Simbad   213.27157183889375   -19.46361908614355    85.54054166666667   -9.027694444444444   
  169   15.07   14.25   13.81   13.33   13.01   12.52   11.73   9.22   0.05   -0.98   D    2M   Simbad   213.20891194524225   -19.58361871835702    85.405125           -9.0265              
  170   15.02   14.14   13.79   13.16   12.89   12.6    12.05   8.66   0.2    -1.56   D    2M   Simbad   213.1545994754447    -19.678286363278126   85.29629166666666   -9.021444444444445   
  171   14.63   13.25   12.71   11.32   10.9    10.56   10.21   7.84   0.7    -1.57   D    2M   Simbad   213.15451069302972   -19.672309473909756   85.30170833333335   -9.018777777777776   
  172   11.56   10.78   10.45   10.1    ""      9.71    ""      6.92   0.08   ""      D    2M   Simbad   213.49104243886876   -18.986913939141832   86.06645833333334   -9.007722222222226   
  173   12.32   11.05   10.18   9.11    8.6     8.14    7.47    4.67   0.32   -0.95   D    2M   Simbad   213.152421557315     -19.621947733019702   85.34679166666668   -8.995166666666664   
  174   14.29   13.41   13.08   12.58   12.34   11.98   11.5    8.02   0.23   -1.57   D    2M   Simbad   213.1201203179152    -19.65754603801735    85.30095833333336   -8.983194444444445   
  175   13.42   12.28   11.67   10.81   10.44   10.09   9.62    7.11   0.34   -1.47   D    2M   Simbad   213.1181045245323    -19.657134640083125   85.30049999999999   -8.981305555555556   
  176   ""      ""      ""      17.54   ""      ""      ""      ""     ""     ""      D    2M   Simbad   213.13587593841734   -19.6157701974382     85.34558333333331   -8.978444444444444   
  177   12.75   11.7    11.07   10.05   9.74    9.36    8.66    5.04   0.21   -1.23   D    2M   Simbad   213.141780115857     -19.602232348123295   85.36037500000002   -8.977583333333333   
  178   ""      ""      ""      14.52   12.77   12.1    11.51   3.27   ""     0.44    P    2M   Simbad   213.09574347553553   -19.648365821260832   85.29925            -8.958527777777778   
  179   11.34   10.35   9.68    8.84    8.48    8.18    7.88    5.19   0.1    -1.73   D    2M   Simbad   213.28796799981447   -19.269961781981152   85.72400000000002   -8.957638888888892   
  180   ""      ""      ""      13.82   12.53   12.08   11.65   4.65   ""     -0.48   P    2M   Simbad   213.0886063319419    -19.64471763927876    85.299625           -8.95088888888889    
  181   ""      ""      ""      14.89   13.8    13.01   12.54   ""     ""     -0.16   D    2M   Simbad   213.0408455249395    -19.7231083229545     85.20837500000002   -8.94438888888889    
  182   11.11   10.17   9.71    9.02    8.75    8.45    7.91    5.33   0.19   -1.56   D    2M   Simbad   213.1042158215707    -19.59428184831142    85.35208333333333   -8.942250000000001   
  183   ""      ""      ""      13.86   12.81   11.76   10.78   7.08   ""     0.71    FP   2M   Simbad   213.40615141925537   -18.975115760214724   86.04195833333333   -8.930277777777775   
  184   13.53   12.69   12.33   11.88   11.58   11.08   10.27   7.66   0.14   -0.95   D    2M   Simbad   213.21958400624405   -19.30301321992294    85.6655             -8.913833333333333   
  185   15.07   13.02   11.7    ""      9.7     ""      9.07    6.74   0.97   ""      D    2M   Simbad   212.95678567917986   -19.798672022686468   85.10470833333335   -8.90591666666667    
  186   9.98    9.83    9.74    9.64    9.53    8.85    7.25    4.49   0.0    -0.02   D    2M   Simbad   212.97019314877278   -19.751059624562988   85.15366666666667   -8.89661111111111    
  187   15.02   13.81   12.99   12.36   12.1    11.79   11.14   7.7    0.27   -1.43   D    2M   Simbad   213.19079006026456   -19.313586858951727   85.64391666666667   -8.893944444444447   
  188   14.18   13.5    13.02   12.15   11.82   11.53   11.18   8.98   0.0    -1.73   D    2M   Simbad   213.02150673162458   -19.611293947011728   85.30233333333334   -8.879444444444445   
  189   14.31   13.59   13.22   12.98   12.82   12.62   12.16   7.7    0.0    -1.9    D    2M   Simbad   213.20964717852638   -19.226835795378186   85.73083333333334   -8.872305555555558   
  190   14.11   12.97   12.5    12.07   11.86   11.55   11.08   8.31   0.45   -1.68   D    2M   Simbad   212.9561512774925    -19.721289486211084   85.17500000000001   -8.87177777777778    
  191   12.16   11.01   10.39   9.54    9.22    8.95    8.35    5.02   0.36   -1.49   D    2M   Simbad   212.95472358174402   -19.68768766071126    85.20504166666669   -8.855972222222222   
  192   11.9    10.8    10.28   9.56    9.19    8.71    7.97    5.95   0.36   -0.99   D    2M   Simbad   212.952430214368     -19.68820035753966    85.203625           -8.85425             
  193   14.68   13.56   12.76   11.92   11.46   11.0    10.36   7.92   0.18   -1.04   D    2M   Simbad   212.94758860595775   -19.690618378053088   85.19941666666666   -8.851194444444445   
  194   14.2    13.01   12.28   11.15   10.8    10.75   10.48   7.18   0.32   -2.12   D    2M   Simbad   212.9425665848799    -19.687377890311733   85.20029166666667   -8.845527777777777   
  195   15.04   13.57   12.81   11.78   11.28   10.8    10.45   8.4    0.65   -1.3    D    2M   Simbad   212.9492856106255    -19.668762781873575   85.22004166666669   -8.84313888888889    
  196   ""      ""      ""      15.17   14.89   ""      ""      6.31   ""     ""      D    2M   Simbad   213.14886030239913   -19.273570701125283   85.66300000000001   -8.840916666666667   
  197   16.95   14.19   12.21   9.94    9.03    8.23    7.4     3.58   1.39   0.06    P    2M   Simbad   213.14553108285466   -19.27452315916947    85.66075000000001   -8.8385              
  198   12.84   11.14   10.33   9.67    9.46    9.06    8.92    4.56   0.91   -1.93   D    2M   Simbad   213.11967946594106   -19.245329409336435   85.676625           -8.803833333333335   
  199   ""      15.75   14.58   12.58   11.81   10.91   9.73    5.5    0.05   0.45    P    2M   Simbad   213.15205115831657   -19.16640099390337    85.762              -8.797055555555557   
  200   ""      ""      ""      ""      13.85   ""      11.1    6.49   ""     ""      P    2M   Simbad   212.83839346355148   -19.742188933850045   85.10720833333333   -8.781027777777778   
  201   ""      15.73   14.62   12.43   10.86   9.75    8.86    3.51   0.0    1.2     P    2M   Simbad   213.13900855595546   -19.127072628141626   85.79241666666668   -8.768861111111114   
  202   ""      ""      ""      11.59   11.25   10.72   9.93    6.78   ""     -0.91   D    2M   Simbad   213.0789758876623    -19.22366582169838    85.67945833333333   -8.759805555555555   
  203   15.8    13.58   12.48   11.7    11.46   10.81   10.49   ""     1.36   -1.35   D    2M   Simbad   213.07820734814072   -19.2236354803106     85.67916666666666   -8.75913888888889    
  204   ""      ""      14.92   12.87   11.02   10.23   9.66    3.75   ""     0.68    P    2M   Simbad   213.1078457737689    -19.12620663740967    85.78024999999998   -8.741972222222225   
  205   16.01   14.97   14.36   13.79   13.45   13.08   12.49   ""     0.21   -1.35   D    2M   Simbad   213.1508717005597    -19.03718005590985    85.87925            -8.73986111111111    
  206   16.18   13.38   12.02   10.72   10.45   9.8     9.11    4.43   1.91   -0.91   D    2M   Simbad   213.09240489396643   -19.148293792966847   85.75370833333334   -8.738444444444445   
  207   ""      ""      ""      13.15   12.32   11.41   11.14   7.08   ""     -0.47   FP   2M   Simbad   213.0754010480291    -19.177901628774393   85.71966666666667   -8.736861111111109   
  208   15.6    14.18   13.43   12.76   12.59   12.47   12.52   8.36   0.61   -2.56   D    2M   Simbad   212.87132090164422   -19.571950617016853   85.27595833333334   -8.734916666666667   
  209   15.65   14.93   14.43   13.77   13.46   13.07   12.24   9.04   0.0    -1.08   D    2M   Simbad   212.91566809153997   -19.481091841769068   85.37712500000002   -8.733027777777778   
  210   16.06   15.38   ""      14.55   13.89   ""      ""      ""     ""     ""      D    2M   Simbad   212.9642823467809    -19.367169346830863   85.50108333333333   -8.724749999999997   
  211   ""      ""      14.24   11.91   10.81   9.8     8.96    2.51   ""     0.55    P    2M   Simbad   212.89878808070415   -19.47916609772744    85.37187499999999   -8.717861111111114   
  212   ""      ""      14.61   12.75   11.28   10.19   9.24    4.46   ""     1.14    P    2M   Simbad   212.89494070266673   -19.47498897190889    85.37408333333332   -8.712777777777777   
  213   15.66   13.51   12.14   10.76   10.13   9.61    8.96    4.48   1.07   -0.78   D    2M   Simbad   213.0356083304777    -19.158960887322674   85.720375           -8.694777777777778   
  214   ""      15.87   14.61   13.31   12.78   12.23   11.54   8.41   1.04   -0.8    D    2M   Simbad   213.04368622293265   -19.126005532338564   85.75375            -8.68730555555556    
  215   13.35   12.07   11.38   10.48   10.09   9.7     9.19    6.83   0.45   -1.35   D    2M   Simbad   212.99743780030843   -19.20832636268648    85.65954166666666   -8.683805555555555   
  216   14.7    12.86   11.85   10.52   10.04   9.66    9.28    6.51   0.94   -1.42   D    2M   Simbad   212.87807654060876   -19.439077555896112   85.39979166666667   -8.68283333333333    
  217   13.53   11.64   10.5    9.04    8.52    7.93    7.26    4.59   0.9    -0.77   D    2M   Simbad   212.84171827363838   -19.497535636011452   85.33145833333334   -8.67741666666667    
  218   ""      ""      14.67   12.25   11.3    10.48   9.29    5.35   ""     0.53    P    2M   Simbad   212.8581733335       -19.45530407466388    85.37675            -8.673               
  219   ""      14.73   11.86   9.53    8.54    7.77    7.0     3.44   3.43   0.04    P    2M   Simbad   212.8566610683577    -19.45493487208788    85.37645833333333   -8.671555555555555   
  220   ""      ""      ""      15.67   14.99   14.27   13.74   ""     ""     -0.59   D    2M   Simbad   212.86695739310235   -19.43396212739624    85.39983333333335   -8.671166666666666   
  221   ""      ""      ""      12.93   11.16   10.06   9.53    4.42   ""     0.99    P    2M   Simbad   212.8577416187046    -19.447786758630066   85.38341666666666   -8.669361111111112   
  222   ""      15.85   12.27   9.8     8.86    8.23    7.39    3.51   5.26   -0.11   P    2M   Simbad   212.85393477822734   -19.45501871098172    85.37525            -8.669277777777777   
  223   12.97   11.84   11.0    10.22   9.64    9.16    8.3     5.91   0.15   -0.66   D    2M   Simbad   212.98810374249837   -19.19267221946761    85.66991666666667   -8.669055555555556   
  224   14.6    12.2    10.42   9.0     8.09    7.22    6.48    2.73   1.09   0.06    P    2M   Simbad   213.0019024379771    -19.165528405526167   85.70037500000001   -8.66897222222222    
  225   11.63   10.18   9.24    8.56    7.71    7.1     6.21    3.92   0.49   -0.17   D    2M   Simbad   212.99611993521611   -19.172038025994294   85.69204166666668   -8.66688888888889    
  226   ""      15.32   14.24   13.4    12.96   12.63   12.15   9.11   0.88   -1.42   D    2M   Simbad   213.0121771709983    -19.13984127563405    85.72804166666667   -8.666527777777777   
  227   12.81   11.25   10.36   9.49    9.16    8.9     8.46    4.37   0.68   -1.66   D    2M   Simbad   213.00358027376515   -19.15535961119753    85.71033333333334   -8.665972222222223   
  228   13.23   11.85   11.06   10.06   9.68    9.19    8.74    5.52   0.51   -1.29   D    2M   Simbad   212.9965691221682    -19.142959681021523   85.71870833333332   -8.65461111111111    
  229   13.83   12.74   12.13   11.27   10.8    10.31   9.45    6.33   0.28   -0.75   D    2M   Simbad   212.82556319451012   -19.47626166594652    85.344125           -8.654444444444447   
  230   12.35   11.21   10.72   9.97    9.74    9.49    8.69    4.95   0.43   -1.38   D    2M   Simbad   212.82488379673805   -19.474396123739663   85.34554166666668   -8.653055555555554   
  231   12.77   11.43   10.85   10.17   9.94    9.38    8.86    5.36   0.62   -1.26   D    2M   Simbad   213.0163076986744    -19.099679039653587   85.76633333333334   -8.652555555555553   
  232   13.74   12.36   11.57   10.66   10.25   9.68    8.8     5.44   0.52   -0.68   D    2M   Simbad   212.98815072730372   -19.150598406922505   85.70825            -8.650777777777776   
  233   12.04   10.5    9.55    8.75    7.86    7.42    6.84    4.73   0.61   -0.72   D    2M   Simbad   212.99064653266117   -19.145149626915295   85.71425000000002   -8.65052777777778    
  234   14.8    13.06   12.25   11.53   11.18   10.62   9.95    7.56   0.97   -0.98   D    2M   Simbad   212.99122233882312   -19.14262148551809    85.71679166666668   -8.649916666666662   
  235   16.3    15.27   14.87   13.67   13.05   12.22   10.9    8.12   0.35   0.36    D    2M   Simbad   212.9596002207717    -19.19608001410593    85.65495833333333   -8.646305555555557   
  236   11.15   9.8     9.06    8.02    7.51    7.07    6.29    3.22   0.51   -0.86   D    2M   Simbad   212.97724953595798   -19.1514744455029     85.70291666666667   -8.641888888888886   
